Keyword Stats 2026-06-18 at 15_27_27
1. Juni 2025 - 31. Mai 2026
Keyword	Currency	Avg. monthly searches	Änderung über drei Monate	Änderung im Jahresvergleich	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026	Searches: Apr 2026	Searches: May 2026
luft wärmepumpe förderung 2023	EUR	50	∞	0%	Hoch	71																			
wärmepumpe einbauen altbau	EUR	50	0%	0%	Hoch	85	"0,89"	"3,43"																	
verbrauch einer wärmepumpe	EUR	5000	0%	0%	Mittel	57	"0,39"	"1,79"																	
kosten für luftwärmepumpe	EUR	5000	0%	0%	Hoch	91	"1,54"	"5,14"																	
gasheizung vs wärmepumpe	EUR	500	0%	0%	Hoch	67	"0,81"	"3,22"																	
stromverbrauch wärmepumpe berechnen online	EUR	500	0%	900%	Hoch	70	"0,47"	"1,45"																	
gibt es förderung für wärmepumpen	EUR	50	0%	0%	Hoch	77	"1,29"	"3,77"																	
förderrechner wärmepumpe	EUR	500	0%	0%	Hoch	78	"1,00"	"3,26"																	
kosten wärmepumpe für einfamilienhaus	EUR	5000	0%	0%	Hoch	86	"1,42"	"4,71"																	
erdsondenheizung preis	EUR	50	-100%	-100%	Unbekannt																				
wärmepumpe für einfamilienhaus kaufen	EUR	50	0%	0%	Hoch	77	"1,89"	"6,83"																	
wieviel verbraucht eine wärmepumpe	EUR	500	0%	0%	Mittel	64	"0,52"	"1,91"																	
pv anlage mit speicher und wärmepumpe kosten	EUR	50	-90%	0%	Hoch	77	"2,13"	"10,39"																	
stromverbrauch wärmepumpe altbau erfahrungen	EUR	500	0%	0%	Mittel	54	"0,31"	"1,50"																	
stromverbrauch von wärmepumpen	EUR	50000	-90%	0%	Hoch	69	"0,35"	"1,47"																	
vaillant wärmepumpe förderung	EUR	50	0%	0%	Hoch	73	"1,42"	"4,84"																	
kosten erdwärmebohrung einfamilienhaus	EUR	50	0%	0%	Hoch	86	"0,52"	"1,84"																	
wärmepumpe für 100m2	EUR	50	0%	0%	Hoch	99	"1,77"	"5,05"																	
förderung heizkörpertausch	EUR	50	0%	0%	Mittel	59	"0,39"	"1,82"																	
luft luft wärmepumpe förderung bafa	EUR	50	0%	0%	Hoch	75	"0,52"	"2,17"																	
warmwasser wärmepumpe testsieger	EUR	500	0%	-90%	Hoch	100	"0,34"	"1,32"																	
wärmepumpe umrüsten kosten	EUR	50	0%	0%	Hoch	76	"2,67"	"8,26"																	
kosten umbau ölheizung auf wärmepumpe	EUR	50	0%	0%	Hoch	82	"2,05"	"7,29"																	
altes haus wärmepumpe	EUR	50	0%	0%	Hoch	81	"1,07"	"4,17"																	
erdwärme nutzen	EUR	50	0%	0%	Hoch	72	"0,49"	"1,99"																	
wärmepumpe und warmwasser	EUR	50	-90%	0%	Hoch	100	"0,77"	"3,63"																	
preis luftwärmepumpe einfamilienhaus	EUR	50	0%	0%	Hoch	96	"1,48"	"3,36"																	
wärmepumpe mit solar kosten	EUR	500	-90%	-90%	Hoch	86	"2,43"	"7,64"																	
warmwasser wärmepumpe ochsner	EUR	500	0%	0%	Hoch	100	"0,33"	"1,01"																	
wärmepumpe leistungsaufnahme	EUR	500	0%	0%	Hoch	67	"0,30"	"1,40"																	
förderung öl auf wärmepumpe	EUR	50	0%	0%	Hoch	79	"1,74"	"6,08"																	
einbaukosten wärmepumpe	EUR	5000	0%	0%	Hoch	79	"1,86"	"6,53"																	
wärmepumpe 75 grad preis	EUR	50	0%	0%	Mittel	57																			
gasheizung mit wärmepumpe ergänzen	EUR	500	-90%	0%	Hoch	94	"0,73"	"2,51"																	
stromkosten wärmepumpe einfamilienhaus	EUR	500	-90%	-90%	Hoch	71	"0,56"	"1,93"																	
gibt es noch förderung für wärmepumpen	EUR	500	0%	0%	Hoch	79	"1,22"	"3,69"																	
sole wasser wärmepumpe altbau	EUR	50	0%	0%	Hoch	89	"1,00"	"2,18"																	
klimaanlage wärmepumpe kosten	EUR	50	0%	0%	Hoch	89	"0,80"	"3,09"																	
antrag wärmepumpe förderung	EUR	500	0%	900%	Hoch	77	"0,79"	"4,23"																	
gas hybrid heizung kosten	EUR	50	0%	0%	Hoch	82	"1,40"	"4,22"																	
umrüstung öl auf wärmepumpe kosten	EUR	50	0%	0%	Hoch	79	"2,23"	"8,59"																	
preis luftwärmepumpe mit einbau	EUR	50	0%	0%	Hoch	75	"1,97"	"4,04"																	
erdwärmepumpen kosten	EUR	50	0%	0%	Hoch	75	"0,86"	"2,91"																	
kosten einbau wärmepumpe einfamilienhaus	EUR	50	-90%	0%	Hoch	78	"1,92"	"4,96"																	
wärmepumpe mit gasheizung	EUR	50	0%	0%	Hoch	86	"1,00"	"2,79"																	
staatlicher zuschuss wärmepumpe	EUR	50	0%	0%	Hoch	79	"1,37"	"4,10"																	
warmwasser wärmepumpe förderung bafa	EUR	50	0%	0%	Mittel	64	"0,61"	"1,97"																	
stiebel eltron wärmepumpe altbau	EUR	50	0%	0%	Hoch	91	"0,81"	"2,72"																	
energiebedarf wärmepumpe berechnen	EUR	50	0%	0%	Hoch	75	"0,77"	"2,85"																	
wärmepumpe kosten einbau	EUR	5000	0%	0%	Hoch	79	"1,86"	"6,53"																	
knv wärmepumpe preisliste	EUR	50	-100%	-100%	Unbekannt																				
austausch gasheizung gegen wärmepumpe förderung	EUR	50	0%	0%	Hoch	83	"0,95"	"3,52"																	
förderung sole wärmepumpe	EUR	50	0%	0%	Hoch	79	"0,72"	"2,96"																	
daikin wärmepumpe erfahrung altbau	EUR	50	0%	0%	Mittel	51	"0,78"	"2,76"																	
lärmschutzwand wärmepumpe	EUR	500	0%	0%	Hoch	100	"0,31"	"1,03"																	
luftwärmepumpe wartung kosten	EUR	50	0%	0%	Mittel	63	"0,75"	"2,02"																	
nibe wärmepumpe altbau	EUR	50	0%	0%	Hoch	70	"0,80"	"3,29"																	
wärmepumpe betriebskosten	EUR	500	0%	0%	Hoch	70	"0,62"	"2,27"																	
luftwärmepumpe kosten anschaffung	EUR	50	-100%	-100%	Unbekannt																				
kfw antrag wärmepumpe	EUR	500	-90%	0%	Mittel	58	"0,26"	"2,44"																	
gas hybrid wärmepumpe förderung	EUR	50	0%	0%	Mittel	57	"0,74"	"2,78"																	
daikin bafa förderung	EUR	50	0%	0%	Niedrig	29																			
wärmepumpe strom preisvergleich	EUR	500	0%	0%	Hoch	78	"0,95"	"2,88"																	
kosten wärmepumpe reihenhaus	EUR	50	0%	0%	Hoch	82	"1,43"	"5,34"																	
bezuschussung wärmepumpe	EUR	50	0%	0%	Hoch	79	"1,12"	"3,52"																	
wärmepumpe komplett kosten	EUR	50	0%	0%	Hoch	89	"1,55"	"5,78"																	
hochtemperatur wärmepumpe preis	EUR	50	0%	0%	Hoch	100	"0,85"	"2,18"																	
sole wärmepumpe preis	EUR	50	0%	0%	Hoch	100	"1,16"	"4,83"																	
warmwasser über strom	EUR	500	0%	0%	Hoch	100	"0,53"	"2,58"																	
staatliche förderung luftwärmepumpe	EUR	50	0%	0%	Hoch	81	"2,05"	"4,10"																	
luft wärmepumpe nachrüsten kosten	EUR	50	0%	0%	Hoch	79	"1,39"	"3,21"																	
staatliche förderung von wärmepumpen	EUR	50	0%	0%	Hoch	83	"2,49"	"6,87"																	
warmwasser wärmepumpe stiftung warentest	EUR	50	0%	-90%	Hoch	94	"0,70"	"1,42"																	
kosten erdwärmepumpe mit tiefenbohrung	EUR	500	0%	0%	Hoch	76	"0,73"	"2,86"																	
preis erdwärmepumpe	EUR	5000	0%	0%	Hoch	97	"1,14"	"3,29"																	
kosten austausch ölheizung gegen wärmepumpe	EUR	50	0%	0%	Hoch	79	"2,68"	"9,25"																	
laufende kosten wärmepumpe	EUR	500	0%	0%	Hoch	72	"0,87"	"2,70"																	
beste wärmepumpe altbau	EUR	50	0%	0%	Hoch	91	"0,89"	"3,44"																	
wasser wasser wärmepumpe altbau	EUR	50	0%	0%	Hoch	86																			
luftwärmepumpe heizung und warmwasser	EUR	50	0%	0%	Hoch	95	"1,83"	"5,63"																	
stromverbrauch efh mit wärmepumpe	EUR	50	0%	0%	Mittel	34	"0,19"	"1,22"																	
kosten viessmann wärmepumpe	EUR	500	-90%	0%	Hoch	99	"1,22"	"3,59"																	
luftwärmepumpe förderung 2022	EUR	50	0%	0%	Unbekannt																				
kostet eine wärmepumpe	EUR	50000	0%	0%	Hoch	89	"1,53"	"5,00"																	
wärmepumpe in altbau einbauen	EUR	50	0%	0%	Hoch	81	"1,86"	"4,64"																	
ölheizung austauschen gegen wärmepumpe kosten	EUR	50	-90%	0%	Hoch	76	"2,69"	"6,48"																	
kfw wärmepumpe privathaushalt	EUR	50	0%	0%	Mittel	64																			
gasheizung oder wärmepumpe altbau	EUR	50	-90%	0%	Hoch	78	"0,96"	"3,14"																	
förderung luft wärmepumpe 2023	EUR	50	-100%	0%	Unbekannt																				
kosten wärmepumpe erdsonde	EUR	500	0%	0%	Hoch	77	"1,10"	"3,83"																	
heizkörper für wärmepumpen im altbau	EUR	50	0%	0%	Hoch	100	"0,53"	"2,25"																	
wärmepumpe service kosten	EUR	50	0%	0%	Niedrig	22																			
förderung klima splitgerät	EUR	50	900%	900%	Hoch	68	"0,26"	"1,15"																	
förderung wärmepumpe gasheizung	EUR	50	0%	0%	Hoch	77	"0,78"	"3,20"																	
daikin luft luft wärmepumpe förderung	EUR	50	0%	0%	Hoch	71	"1,22"	"4,70"																	
bafa förderung brauchwasserwärmepumpe	EUR	50	0%	0%	Mittel	41	"0,32"	"1,20"																	
wärmepumpe 35 kw preis	EUR	50	0%	0%	Hoch	100	"1,30"	"3,32"																	
öl hybridheizung förderung 2022	EUR	0	0%	0%	Unbekannt																				
wärmepumpe gasheizung hybrid	EUR	50	0%	0%	Hoch	90	"0,99"	"3,22"																	
wieviel kw verbraucht eine wärmepumpe	EUR	500	0%	900%	Hoch	70	"0,39"	"1,59"																	
kosten wärmepumpe photovoltaik	EUR	500	0%	0%	Hoch	73	"2,08"	"8,53"																	
luftwärmepumpe stromverbrauch im jahr	EUR	50	0%	0%	Niedrig	29																			
wärmepumpe in alten häusern	EUR	50	0%	0%	Hoch	78	"0,85"	"2,92"																	
neue heizung wärmepumpe kosten	EUR	50	0%	0%	Hoch	78	"1,50"	"4,54"																	
luftwärmepumpe vaillant preis	EUR	50	0%	0%	Hoch	100	"1,16"	"3,68"																	
kosten photovoltaik und wärmepumpe	EUR	50	0%	0%	Mittel	64	"3,35"	"9,04"																	
luft wasser wärmepumpen kosten	EUR	50	0%	0%	Hoch	90	"1,45"	"4,40"																	
wärmepumpe nachrüsten preis	EUR	50	0%	0%	Hoch	88	"1,57"	"4,32"																	
heim wärmepumpen preise	EUR	50	-100%	-100%	Unbekannt																				
heizung von öl auf wärmepumpe umrüsten kosten	EUR	50	0%	0%	Hoch	77	"2,23"	"7,41"																	
kosten wärmepumpe efh	EUR	50	0%	0%	Hoch	81	"1,92"	"6,00"																	
stromverbrauch einfamilienhaus 4 personen wärmepumpe	EUR	50	0%	-90%	Niedrig	28	"0,53"	"1,94"																	
wärmepumpe kosten pro jahr	EUR	50	-90%	0%	Mittel	65	"0,82"	"2,73"																	
kosten wärmepumpe 3 familienhaus	EUR	50	0%	0%	Hoch	78	"1,46"	"6,25"																	
wärmepumpe altbau förderung	EUR	50	0%	0%	Hoch	76	"1,11"	"4,01"																	
kosten für erdwärmepumpe	EUR	50000	0%	0%	Hoch	89	"1,53"	"5,00"																	
wärmepumpe selbst einbauen förderung	EUR	500	0%	0%	Hoch	81	"1,30"	"5,37"																	
wärmepumpe heizen und kühlen preise	EUR	50	0%	0%	Hoch	88	"1,08"	"2,94"																	
erdwärme altbau	EUR	50	0%	0%	Hoch	76	"1,12"	"3,29"																	
wärmepumpe für 300 qm altbau	EUR	500	0%	900%	Hoch	100	"1,11"	"4,06"																	
kosten luftwärmepumpe mit photovoltaik	EUR	50	0%	0%	Hoch	95	"2,22"	"5,99"																	
förderung kfw wärmepumpe	EUR	500	0%	0%	Hoch	73	"0,35"	"2,18"																	
kosten wärmepumpenboiler	EUR	50	0%	0%	Hoch	95	"0,92"	"2,10"																	
wärmepumpe mit tiefenbohrung kosten	EUR	500	0%	0%	Hoch	76	"0,73"	"2,86"																	
wärmeluftpumpe förderung	EUR	50	0%	∞	Hoch	80	"1,25"	"5,47"																	
nibe wärmepumpe erfahrung altbau	EUR	50	0%	0%	Mittel	38	"0,65"	"1,45"																	
luftwärmepumpe zuschuss	EUR	50	0%	0%	Hoch	79	"1,15"	"2,94"																	
förderung hybrid wärmepumpe	EUR	50	0%	0%	Hoch	75	"0,96"	"2,68"																	
wärmepumpe kaufen kosten	EUR	50	0%	0%	Hoch	90	"1,91"	"4,44"																	
kosten wärmepumpe erdwärme	EUR	500	0%	0%	Hoch	81	"1,17"	"3,97"																	
dichtheitskontrolle wärmepumpe kosten	EUR	50	0%	0%	Unbekannt																				
bafa förderung luft wasser wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
kosten wärmepumpe 2 familienhaus	EUR	50	0%	0%	Hoch	84	"1,06"	"3,56"																	
förderung für wärmepumpen 2022	EUR	50	0%	0%	Unbekannt																				
hybridheizung pellet wärmepumpe kosten	EUR	50	0%	0%	Hoch	78	"0,71"	"2,29"																	
wärmepumpe erneuern kosten	EUR	50	0%	0%	Hoch	72	"2,20"	"6,54"																	
altbau wärmepumpe kosten	EUR	50	0%	0%	Hoch	81	"1,28"	"4,39"																	
umbau auf wärmepumpe kosten	EUR	50	0%	0%	Hoch	77	"2,14"	"6,46"																	
preis wärmepumpe 20 kw	EUR	50	0%	0%	Hoch	89	"1,60"	"4,66"																	
wärmepumpe monatliche kosten	EUR	500	-90%	0%	Hoch	73	"0,81"	"2,99"																	
antrag für förderung wärmepumpe	EUR	50	0%	0%	Hoch	78	"0,78"	"3,71"																	
kosten wärmepumpenheizung einfamilienhaus	EUR	50	0%	0%	Hoch	76	"2,44"	"5,57"																	
stromkosten luftwärmepumpe	EUR	50	0%	-90%	Mittel	60	"0,60"	"1,62"																	
vaillant arotherm plus vwl 75 6 a stromverbrauch	EUR	500	0%	-90%	Niedrig	29	"0,43"	"1,57"																	
hybrid gas wärmepumpe kosten	EUR	50	0%	0%	Hoch	81	"1,65"	"5,17"																	
luftwärmepumpe für heizkörper preis	EUR	50	-100%	-100%	Unbekannt																				
wärmepumpe mit photovoltaik und speicher kosten	EUR	50	0%	0%	Hoch	86	"2,03"	"8,30"																	
wärmepumpe für gasheizung	EUR	50	0%	0%	Hoch	94	"1,11"	"4,14"																	
hybridheizung wärmepumpe pellets	EUR	50	0%	0%	Hoch	80	"0,67"	"1,92"																	
kosten wärmepumpe vaillant	EUR	50	0%	0%	Hoch	84	"1,48"	"3,06"																	
zuschuss wärmepumpenheizung	EUR	50	0%	0%	Hoch	70	"2,21"	"5,44"																	
förderung klimaanlage daikin	EUR	50	0%	0%	Niedrig	7																			
warmwasser wärmepumpe nachrüsten	EUR	50	0%	0%	Hoch	100	"0,47"	"1,49"																	
wärmepumpe statt ölheizung kosten	EUR	50	0%	0%	Hoch	78	"1,59"	"6,74"																	
bafa kredit wärmepumpe	EUR	50	0%	0%	Hoch	84	"0,85"	"4,89"																	
bafa förderung erdwärme	EUR	50	0%	0%	Mittel	52	"0,54"	"1,43"																	
darlehen wärmepumpe	EUR	50	0%	0%	Hoch	82	"2,38"	"7,46"																	
klimaanlage als wärmepumpe förderung	EUR	50	0%	0%	Hoch	96	"0,29"	"1,89"																	
förderung 2023 wärmepumpe	EUR	50	0%	0%	Niedrig	24																			
wärmepumpe fußbodenheizung kosten	EUR	500	-90%	-90%	Hoch	82	"1,56"	"5,60"																	
wärmepumpe wasser wasser preis	EUR	50	0%	0%	Hoch	100	"0,90"	"2,70"																	
kosten tiefenbohrung wärmepumpe	EUR	500	0%	0%	Hoch	76	"0,73"	"2,86"																	
wärmepumpe für efh	EUR	50	0%	0%	Hoch	95	"3,42"	"6,93"																	
wärmepumpe 14 kw preis	EUR	50	0%	0%	Hoch	100	"1,19"	"5,67"																	
förderung luftwärmepumpe 2022	EUR	0	0%	0%	Unbekannt																				
preis vaillant wärmepumpe	EUR	500	0%	0%	Hoch	100	"1,05"	"2,94"																	
wärmepumpe als ersatz für gastherme	EUR	50	0%	0%	Hoch	93	"1,47"	"4,14"																	
vaillant arotherm plus stromverbrauch	EUR	50	0%	0%	Niedrig	24																			
stromverbrauch mit wärmepumpe	EUR	50000	-90%	0%	Hoch	69	"0,35"	"1,47"																	
mini wärmepumpe für warmwasser	EUR	500	0%	0%	Hoch	100	"0,39"	"1,41"																	
gasheizung austauschen 2023	EUR	50	0%	0%	Unbekannt																				
gasheizung auf strom umrüsten	EUR	50	0%	0%	Hoch	75	"1,22"	"3,21"																	
antrag für wärmepumpe förderung	EUR	50	0%	900%	Hoch	82	"0,91"	"3,67"																	
kosten für wärmepumpe altbau	EUR	50	0%	0%	Hoch	86																			
wärmepumpe als ersatz für gasheizung	EUR	50	0%	0%	Hoch	76	"1,83"	"4,83"																	
nibe wärmepumpe kosten	EUR	50	0%	0%	Hoch	98	"0,86"	"2,38"																	
wärmepumpe viessmann preis	EUR	500	0%	0%	Hoch	100	"1,07"	"2,94"																	
preise von wärmepumpen	EUR	5000	0%	0%	Hoch	97	"1,14"	"3,29"																	
gasheizung umstellen auf wärmepumpe	EUR	50	0%	0%	Hoch	86	"2,26"	"12,25"																	
wärmepumpe ohne warmwasser	EUR	500	0%	0%	Hoch	100	"0,98"	"2,97"																	
erdwärmepumpe bohrung kosten	EUR	500	0%	0%	Mittel	65	"0,64"	"2,61"																	
kosten einer wärmepumpe für ein einfamilienhaus	EUR	50	900%	900%	Hoch	87	"1,51"	"4,42"																	
maximale förderung wärmepumpe	EUR	500	0%	0%	Hoch	72	"0,78"	"2,36"																	
kosten bohrung erdsonde	EUR	50	0%	0%	Hoch	86																			
wasser wärmepumpe preis	EUR	50	0%	0%	Hoch	86																			
erfahrungen wärmepumpe altbau	EUR	500	0%	900%	Hoch	71	"0,85"	"3,10"																	
antrag wärmepumpenförderung 2022	EUR	50	-100%	0%	Unbekannt																				
geothermie heizung altbau	EUR	50	0%	0%	Hoch	71	"0,56"	"2,59"																	
wieviel kostet eine luftwärmepumpe	EUR	50	0%	0%	Hoch	81	"0,81"	"3,62"																	
wärmepumpe statt gasheizung kosten	EUR	50	0%	0%	Hoch	83	"1,17"	"7,75"																	
kosten austausch gasheizung wärmepumpe	EUR	50	0%	0%	Hoch	72	"1,67"	"5,09"																	
wärmepumpe warmwasser stromverbrauch	EUR	500	0%	0%	Hoch	80	"0,20"	"1,17"																	
neue heizung kosten wärmepumpe	EUR	50	0%	0%	Hoch	89	"1,43"	"6,49"																	
preis für eine wärmepumpe	EUR	50	0%	0%	Hoch	89	"1,28"	"3,40"																	
energieberater wärmepumpe kosten	EUR	500	0%	900%	Hoch	67	"1,22"	"3,68"																	
gasheizung mit wärmepumpe nachrüsten buderus	EUR	50	0%	0%	Hoch	100																			
windhager wärmepumpe preis	EUR	50	0%	0%	Hoch	98	"1,07"	"2,16"																	
neue förderung wärmepumpe 2023	EUR	0	0%	0%	Unbekannt																				
gasheizung wärmepumpe nachrüsten	EUR	50	0%	0%	Hoch	86	"1,34"	"4,61"																	
wärmepumpe splitgerät preis	EUR	50	0%	0%	Hoch	100																			
förderung wärmepumpe gewerbe	EUR	50	0%	0%	Hoch	70	"0,49"	"3,16"																	
kosten strom wärmepumpe	EUR	500	0%	0%	Hoch	71	"0,53"	"2,38"																	
kosten ölheizung auf wärmepumpe	EUR	50	0%	0%	Hoch	83	"2,19"	"6,52"																	
wärmepumpe kosten strom	EUR	500	0%	0%	Hoch	71	"0,53"	"2,38"																	
gas hybridheizung solarthermie	EUR	50	0%	0%	Hoch	95	"0,88"	"3,07"																	
antrag zuschuss wärmepumpe	EUR	50	0%	0%	Hoch	81	"0,76"	"3,28"																	
fußbodenheizung wärmepumpe kosten	EUR	50	0%	0%	Hoch	74	"1,67"	"5,20"																	
kosten pv anlage mit speicher und wärmepumpe	EUR	50	-90%	0%	Hoch	80	"3,10"	"8,34"																	
bundesförderung wärmepumpe	EUR	50	0%	0%	Hoch	75	"0,68"	"3,38"																	
stromaufnahme wärmepumpe	EUR	500	-90%	0%	Hoch	70	"0,30"	"1,43"																	
erdwärmeheizung preis	EUR	50	0%	0%	Hoch	85	"0,77"	"2,52"																	
erdwärme kosten förderung	EUR	50	0%	0%	Niedrig	10																			
wärmepumpe stromverbrauch rechner	EUR	5000	-90%	0%	Hoch	71	"0,39"	"1,44"																	
kosten für wärmepumpe und solar	EUR	50	0%	0%	Hoch	75	"1,51"	"15,71"																	
wärmepumpe nachrüsten altbau kosten	EUR	50	0%	0%	Hoch	86																			
förderung einer wärmepumpe	EUR	50	0%	0%	Hoch	81	"1,51"	"4,01"																	
wärmepumpe erneuern förderung	EUR	50	0%	0%	Hoch	78	"1,31"	"5,38"																	
zuschuss wärmepumpe altbau	EUR	50	-90%	0%	Hoch	74	"0,91"	"2,34"																	
unterstützung wärmepumpe	EUR	50	0%	0%	Hoch	81	"1,44"	"3,54"																	
wärmepumpe förderantrag	EUR	50	0%	0%	Hoch	72	"1,04"	"4,80"																	
gastherme oder wärmepumpe	EUR	500	0%	0%	Hoch	76	"0,95"	"3,03"																	
stromverbrauch einer wärmepumpe im jahr	EUR	500	0%	900%	Hoch	74	"0,37"	"1,73"																	
förderung von wärmepumpen 2022	EUR	50	-100%	0%	Unbekannt																				
wärmepumpe und fußbodenheizung kosten	EUR	50	0%	0%	Hoch	91	"2,27"	"9,77"																	
daikin klimaanlage split förderung	EUR	50	0%	0%	Mittel	48																			
anschlussleistung wärmepumpe einfamilienhaus	EUR	50	0%	0%	Hoch	83	"0,59"	"1,89"																	
wärmepumpenboiler kosten	EUR	50	0%	0%	Hoch	95	"0,92"	"2,10"																	
erdwärmekollektoren kosten	EUR	50	0%	0%	Hoch	77	"0,63"	"1,94"																	
luft wärmepumpe 20 kw preis	EUR	500	-90%	0%	Hoch	100	"1,02"	"3,92"																	
wärmepumpe in bestehende heizung einbinden kosten	EUR	50	0%	900%	Hoch	71	"1,13"	"2,98"																	
wärmepumpe 20 kw stromverbrauch	EUR	500	-90%	-90%	Hoch	88	"0,79"	"2,80"																	
erdwärmebohrung kosten pro meter	EUR	50	0%	0%	Mittel	64	"0,45"	"2,55"																	
viessmann gasheizung mit wärmepumpe	EUR	50	0%	0%	Hoch	82	"1,71"	"3,91"																	
haus wärmepumpe kosten	EUR	50	0%	0%	Hoch	73	"1,38"	"7,89"																	
wärmepumpe solaranlage kosten	EUR	50	0%	0%	Hoch	79	"2,35"	"11,78"																	
förderung brauchwasserwärmepumpe 2022	EUR	50	0%	0%	Unbekannt																				
kfw darlehen für wärmepumpe	EUR	50	0%	0%	Hoch	77	"0,47"	"2,75"																	
gasheizung erneuern förderung 2023	EUR	0	0%	0%	Unbekannt																				
gasheizung tauschen wärmepumpe	EUR	50	0%	0%	Hoch	81	"2,17"	"6,06"																	
förderung heizung wärmepumpe	EUR	50	0%	0%	Hoch	75	"1,22"	"4,62"																	
erdwärme strom vergleich	EUR	50	0%	0%	Hoch	73	"1,77"	"4,48"																	
umrüstung wärmepumpe kosten	EUR	50	0%	0%	Hoch	75	"2,72"	"8,90"																	
warmwasser wärmepumpe mehrfamilienhaus	EUR	50	0%	0%	Hoch	100	"0,70"	"3,09"																	
pellets oder wärmepumpe altbau	EUR	50	0%	0%	Hoch	87	"0,67"	"2,91"																	
förderung für wärmepumpen im altbau	EUR	50	0%	0%	Hoch	79	"2,28"	"4,66"																	
wärmepumpe kaufen auf raten	EUR	50	0%	0%	Hoch	86																			
10 kw wärmepumpe kosten	EUR	50	0%	0%	Hoch	100	"1,62"	"4,28"																	
strom für wärmepumpe kosten	EUR	50	0%	0%	Hoch	82	"0,55"	"1,80"																	
wärmepumpe altbau viessmann	EUR	50	0%	0%	Hoch	97	"1,55"	"3,55"																	
kosten wärmepumpe einfamilienhaus nachrüsten	EUR	50	0%	0%	Mittel	57	"1,76"	"3,32"																	
wasser luft wärmepumpe kosten	EUR	5000	0%	0%	Hoch	97	"1,60"	"4,76"																	
erdwärme nachrüsten kosten	EUR	50	0%	0%	Hoch	76	"1,19"	"5,14"																	
kfw förderung erdwärme	EUR	50	0%	0%	Hoch	80	"0,33"	"2,50"																	
förderung wärmepumpe ölheizung	EUR	50	0%	0%	Hoch	80	"1,34"	"4,04"																	
wieviel watt hat eine wärmepumpe	EUR	50	0%	0%	Hoch	73	"0,27"	"1,30"																	
förderung von gas auf wärmepumpe	EUR	50	0%	0%	Hoch	86	"1,86"	"4,92"																	
wärmepumpe pachten kosten	EUR	50	0%	0%	Hoch	86	"1,84"	"11,79"																	
vaillant erdwärmepumpe preis	EUR	500	0%	0%	Hoch	100	"1,16"	"3,33"																	
gesamtkosten wärmepumpe	EUR	50	-90%	0%	Hoch	76	"1,69"	"4,85"																	
luft wärmetauscher heizung kosten	EUR	50	-100%	-100%	Unbekannt																				
hybrid wärmepumpe altbau	EUR	50	0%	0%	Mittel	39																			
zuschuss für wärmepumpenheizung	EUR	50	0%	0%	Hoch	84	"1,03"	"3,15"																	
erdwärmeheizung altbau	EUR	50	0%	0%	Hoch	83	"1,27"	"4,00"																	
viessmann gasheizung mit photovoltaik	EUR	50	0%	0%	Hoch	68	"0,80"	"1,69"																	
stromverbrauch luftwärmepumpe pro jahr	EUR	50	0%	0%	Mittel	58	"0,60"	"1,76"																	
wärmepumpen strom anbieter	EUR	50	0%	0%	Hoch	86	"1,36"	"3,45"																	
wärmepumpe altes haus kosten	EUR	50	0%	0%	Hoch	76	"1,12"	"4,33"																	
viessmann wärmepumpe altbau erfahrungen	EUR	500	0%	900%	Mittel	55	"0,78"	"2,04"																	
wärmepumpe 8 kw kosten	EUR	50	0%	0%	Hoch	91	"1,74"	"5,62"																	
warmwasser wärmepumpe vergleich	EUR	50	0%	0%	Hoch	100	"0,66"	"2,31"																	
bohrung für wärmepumpe kosten	EUR	500	0%	0%	Mittel	65	"0,64"	"2,61"																	
wärmepumpe altbau kaufen	EUR	50	0%	0%	Hoch	100	"1,90"	"5,35"																	
wärmepumpe und solar kosten	EUR	50	0%	0%	Hoch	85	"4,79"	"15,08"																	
gas auf wärmepumpe umrüsten kosten	EUR	50	0%	0%	Hoch	79	"1,99"	"6,28"																	
wärmepumpenstrom kosten	EUR	50	0%	0%	Hoch	73	"0,38"	"1,50"																	
staatliche förderung für wärmepumpenheizung	EUR	50	0%	0%	Hoch	71	"0,91"	"3,97"																	
erdkollektor kosten	EUR	50	0%	0%	Mittel	40	"0,40"	"1,52"																	
wärmepumpe für fußbodenheizung kosten	EUR	50	0%	0%	Hoch	74	"0,51"	"5,31"																	
bösch wärmepumpe mozart preis	EUR	50	0%	0%	Hoch	86																			
kfw förderung erdwärmepumpe	EUR	50000	0%	0%	Hoch	69	"0,21"	"2,76"																	
antrag wärmepumpenförderung	EUR	50	0%	0%	Hoch	74	"1,27"	"3,81"																	
wärmepumpe kosten vaillant	EUR	50	0%	0%	Hoch	86	"1,41"	"3,97"																	
kosten photovoltaikanlage mit speicher und wärmepumpe	EUR	50	0%	0%	Hoch	80	"2,71"	"7,76"																	
viessmann wärmepumpe warmwasser	EUR	500	0%	0%	Hoch	100	"0,28"	"1,51"																	
kosten erdbohrung wärmepumpe	EUR	500	0%	0%	Hoch	73	"0,63"	"2,84"																	
