Keyword Stats 2026-06-18 at 11_57_02
1. Juni 2025 - 31. Mai 2026
Keyword	Currency	Avg. monthly searches	Änderung über drei Monate	Änderung im Jahresvergleich	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026	Searches: Apr 2026	Searches: May 2026
dachklimaanlage einbau kosten	EUR	50	0%	0%	Mittel	46																			
dachkonsole klimaanlage montieren	EUR	50	0%	0%	Hoch	93																			
daikin comfora montageanleitung	EUR	50	0%	0%	Niedrig	4																			
daikin innengerät montageanleitung	EUR	50	900%	900%	Niedrig	2																			
daikin klimaanlage installation	EUR	50	0%	0%	Hoch	73	"0,58"	"1,79"																	
daikin klimaanlage montageanleitung	EUR	50	0%	0%	Niedrig	5																			
daikin klimaanlage selbstmontage	EUR	50	0%	0%	Hoch	100																			
daikin montage	EUR	50	0%	0%	Hoch	67	"0,48"	"1,53"																	
daikin multisplit klimaanlage preis	EUR	50	0%	∞	Hoch	100																			
daikin perfera montageanleitung	EUR	50	0%	0%	Niedrig	3																			
daikin split klimaanlage montage	EUR	50	0%	0%	Hoch	67																			
daikin split klimaanlage preis	EUR	50	0%	0%	Hoch	100	"0,13"	"1,44"																	
daikin stylish montage	EUR	50	900%	900%	Niedrig	5	"0,83"	"1,32"																	
danyon split klimaanlage montageanleitung	EUR	50	0%	0%	Mittel	34																			
dimstal klimaanlage montage	EUR	50	0%	0%	Niedrig	0																			
dimstal klimaanlage montageanleitung	EUR	50	∞	0%	Niedrig	0																			
dimstal montage	EUR	50	∞	0%	Mittel	36																			
dimstal montageanleitung	EUR	50	0%	0%	Niedrig	0																			
dometic freshjet 2000 einbauanleitung	EUR	50	0%	0%	Niedrig	9																			
dometic freshjet 2200 montageanleitung	EUR	50	0%	0%	Niedrig	2																			
dometic freshjet 3000 einbauanleitung	EUR	50	0%	0%	Niedrig	5																			
einbau klima splitgerät kosten	EUR	50	0%	0%	Hoch	77	"0,41"	"2,00"																	
einbau klimaanlage haus	EUR	500	0%	0%	Hoch	99	"0,45"	"2,05"																	
einbau klimagerät kosten	EUR	50	0%	0%	Hoch	100	"0,24"	"0,95"																	
einbaukosten klimaanlage	EUR	50	0%	0%	Hoch	76	"0,27"	"2,58"																	
eurom ac2401 montage	EUR	50	∞	0%	Niedrig	10																			
fensterabdichtung für mobile klimageräte montage	EUR	50	0%	0%	Hoch	67																			
fensterabdichtung klimaanlage montage	EUR	50	0%	0%	Hoch	90																			
fensterklimagerät montage	EUR	50	0%	0%	Mittel	39																			
festes klimagerät kosten	EUR	50	0%	0%	Hoch	100	"0,18"	"0,96"																	
hantech klimagerät montageanleitung	EUR	50	0%	0%	Niedrig	0																			
haus klimaanlage befüllen kosten	EUR	50	0%	0%	Mittel	42	"0,34"	"1,74"																	
haus klimaanlage wartung kosten	EUR	50	0%	0%	Mittel	43																			
heiko klimaanlage montageanleitung	EUR	50	0%	0%	Niedrig	0																			
home deluxe 9000 btu klima split anlage montage	EUR	50	0%	0%	Unbekannt																				
home deluxe 9000 btu klimasplitanlage montageanleitung	EUR	50	0%	0%	Unbekannt																				
home deluxe klimaanlage montage	EUR	50	-100%	0%	Unbekannt																				
home deluxe klimaanlage montageanleitung	EUR	50	0%	-100%	Unbekannt																				
home deluxe split klimaanlage montageanleitung	EUR	50	0%	0%	Unbekannt																				
hot air stop montage	EUR	50	∞	0%	Hoch	75																			
installation klima splitgerät kosten	EUR	50	0%	-100%	Unbekannt																				
installation klimaanlage dachboden	EUR	50	0%	0%	Mittel	62																			
installation klimaanlage eigentumswohnung	EUR	50	0%	∞	Niedrig	0																			
installation klimaanlage splitgerät	EUR	50	0%	0%	Hoch	95	"0,47"	"2,12"																	
installationskosten klima splitgerät	EUR	50	0%	0%	Mittel	63	"0,46"	"4,04"																	
installationskosten multisplit klimaanlage	EUR	50	∞	0%	Hoch	95																			
inverter klimaanlage montage	EUR	50	∞	0%	Hoch	71																			
inverter klimaanlage preis	EUR	50	0%	0%	Hoch	100	"0,34"	"0,94"																	
kesser klimaanlage montage	EUR	50	0%	0%	Mittel	49																			
klima anlage einbau	EUR	5000	0%	0%	Hoch	100	"0,45"	"2,32"																	
klima aussengerät montieren	EUR	50	0%	0%	Hoch	98	"0,43"	"1,39"																	
klima außengerät dachmontage	EUR	500	900%	0%	Hoch	99	"0,79"	"3,60"																	
klima dachkonsole montieren	EUR	50	0%	0%	Hoch	74																			
klima dachmontage	EUR	50	0%	0%	Hoch	100	"0,45"	"2,65"																	
klima innengerät montage	EUR	50	0%	0%	Niedrig	32	"0,69"	"3,03"																	
klima kosten	EUR	50	0%	0%	Hoch	88	"0,35"	"1,23"																	
klima montagehilfe	EUR	50	0%	0%	Hoch	100	"0,39"	"1,81"																	
klima nachrüsten kosten	EUR	50	0%	0%	Niedrig	14																			
klima split anlage kosten	EUR	50	0%	0%	Hoch	100	"0,35"	"1,22"																	
klima split anlage montieren	EUR	50	0%	0%	Hoch	79	"0,55"	"3,11"																	
klima split montage kosten	EUR	50	∞	0%	Hoch	97	"0,39"	"1,75"																	
klima splitgerät auf dach montieren	EUR	50	0%	0%	Hoch	99	"0,35"	"1,56"																	
klima splitgerät befüllen kosten	EUR	50	0%	0%	Mittel	63																			
klima splitgerät einbauen lassen kosten	EUR	50	0%	0%	Hoch	86	"0,28"	"1,39"																	
klima splitgerät montage auf dach	EUR	50	0%	0%	Unbekannt																				
klima splitgerät montage dachboden	EUR	50	0%	0%	Hoch	100																			
klima splitgerät montageanleitung	EUR	50	0%	0%	Mittel	50	"0,27"	"1,07"																	
klima splitgerät montagekosten	EUR	50	0%	0%	Hoch	86																			
klima splitgerät stromkosten	EUR	50	0%	0%	Mittel	50	"0,02"	"0,63"																	
klima splitgerät wartung kosten	EUR	50	0%	0%	Mittel	38	"0,45"	"1,27"																	
klima wandgerät montage	EUR	50	-100%	0%	Unbekannt																				
klimaanlage abluftschlauch montage	EUR	50	0%	0%	Hoch	100																			
klimaanlage am dach montieren	EUR	50	0%	0%	Hoch	81																			
klimaanlage auf dachboden montieren	EUR	50	0%	0%	Mittel	46																			
klimaanlage auf dachtritt montieren	EUR	50	0%	0%	Mittel	48																			
klimaanlage auf dem dach montieren	EUR	500	0%	0%	Hoch	100	"0,47"	"1,87"																	
klimaanlage auf dem dachboden montieren	EUR	50	0%	0%	Mittel	43																			
klimaanlage auf flachdach montieren	EUR	50	0%	0%	Hoch	70	"0,65"	"4,07"																	
klimaanlage auto nachrüsten kosten	EUR	50	0%	0%	Niedrig	16	"0,08"	"0,30"																	
klimaanlage außen montieren	EUR	50	0%	0%	Hoch	100																			
klimaanlage außeneinheit montage	EUR	50	0%	0%	Hoch	100																			
klimaanlage außengerät montage	EUR	50	0%	0%	Hoch	82	"0,31"	"1,52"																	
klimaanlage dachgeschoss nachrüsten kosten	EUR	50	0%	0%	Hoch	88	"0,31"	"0,90"																	
klimaanlage dachhalterung montage	EUR	50	0%	0%	Hoch	73																			
klimaanlage dachmontage kosten	EUR	50	0%	0%	Mittel	64	"0,39"	"1,38"																	
klimaanlage dachschräge montieren	EUR	500	900%	0%	Hoch	76	"0,35"	"1,33"																	
klimaanlage dachwohnung kosten	EUR	50	0%	-100%	Unbekannt																				
klimaanlage efh kosten	EUR	50	0%	0%	Hoch	100	"0,39"	"3,30"																	
klimaanlage einbauen dachgeschoss kosten	EUR	50	900%	900%	Hoch	76	"0,23"	"1,14"																	
klimaanlage einbauen haus kosten	EUR	50	0%	0%	Hoch	74	"0,24"	"1,21"																	
klimaanlage einbauen kosten haus	EUR	50	0%	0%	Mittel	57	"0,24"	"1,04"																	
klimaanlage einbauen lassen preis	EUR	50	0%	0%	Mittel	64	"0,27"	"1,24"																	
klimaanlage fensterabdichtung montage	EUR	50	0%	0%	Hoch	96	"0,49"	"0,77"																	
klimaanlage für 2 räume kosten	EUR	50	0%	0%	Hoch	100	"0,25"	"1,17"																	
klimaanlage für 3 räume kosten	EUR	50	0%	0%	Hoch	100	"0,28"	"1,27"																	
klimaanlage für dachgeschoss kosten	EUR	50	0%	0%	Hoch	91	"0,40"	"1,13"																	
klimaanlage für haus nachrüsten kosten	EUR	50	0%	0%	Mittel	57																			
klimaanlage für schlafzimmer kosten	EUR	50	0%	-90%	Hoch	100	"0,22"	"0,87"																	
klimaanlage für zuhause kosten	EUR	50	900%	900%	Hoch	100	"0,28"	"1,43"																	
klimaanlage für zuhause preis	EUR	50	0%	0%	Hoch	100	"0,26"	"1,26"																	
klimaanlage ganzes haus kosten	EUR	50	0%	0%	Hoch	93	"0,37"	"4,82"																	
klimaanlage haus einbau	EUR	500	0%	0%	Hoch	99	"0,45"	"2,05"																	
klimaanlage haus installation	EUR	50	0%	0%	Hoch	99	"0,34"	"1,61"																	
klimaanlage haus montage	EUR	50	0%	0%	Hoch	90	"0,42"	"1,05"																	
klimaanlage haus neubau	EUR	50	0%	0%	Hoch	100	"1,17"	"1,77"																	
klimaanlage haus wartung kosten	EUR	50	0%	0%	Mittel	38	"0,57"	"1,04"																	
klimaanlage im haus installieren kosten	EUR	50	0%	0%	Hoch	100	"0,18"	"1,25"																	
klimaanlage im zimmer einbauen kosten	EUR	50	0%	0%	Hoch	94	"0,15"	"0,75"																	
klimaanlage innengerät montage	EUR	50	0%	0%	Mittel	46	"0,42"	"2,50"																	
klimaanlage innengerät montagehöhe	EUR	50	0%	0%	Mittel	54																			
klimaanlage ins fenster einbauen	EUR	50	0%	0%	Hoch	100																			
klimaanlage installieren preis	EUR	50	∞	0%	Hoch	87	"0,60"	"1,53"																	
klimaanlage kosten haus	EUR	5000	900%	0%	Hoch	100	"0,23"	"1,23"																	
klimaanlage kosten inklusive einbau	EUR	50	0%	-90%	Hoch	80	"0,38"	"1,98"																	
klimaanlage kosten wohnung	EUR	500	0%	0%	Hoch	100	"0,23"	"1,05"																	
klimaanlage mehrfamilienhaus kosten	EUR	50	0%	0%	Niedrig	29																			
klimaanlage mietwohnung kosten	EUR	50	0%	0%	Hoch	99	"0,27"	"0,90"																	
klimaanlage mit aussengerät kosten	EUR	50	900%	0%	Hoch	100	"0,28"	"1,24"																	
klimaanlage mit montage preis	EUR	50	0%	0%	Hoch	85	"0,36"	"1,73"																	
klimaanlage mit montageservice	EUR	50	0%	0%	Hoch	67																			
klimaanlage montage anbieter kkl klimatechnik	EUR	0	0%	0%	Unbekannt																				
klimaanlage montage auf dach	EUR	50	0%	0%	Hoch	100																			
klimaanlage montage beratung kkl klimatechnik	EUR	0	0%	0%	Unbekannt																				
klimaanlage montage dach	EUR	50	∞	0%	Hoch	100	"0,48"	"1,81"																	
klimaanlage montage experten kkl klimatechnik	EUR	50	0%	0%	Unbekannt																				
klimaanlage montageanleitung	EUR	50	0%	0%	Niedrig	32	"0,52"	"1,54"																	
klimaanlage montagehilfe	EUR	50	0%	0%	Hoch	100	"0,16"	"3,24"																	
klimaanlage montagekosten	EUR	50	0%	0%	Hoch	83	"0,40"	"1,54"																	
klimaanlage multisplit kosten	EUR	50	0%	0%	Hoch	98	"0,32"	"1,43"																	
klimaanlage nachrüsten auto kosten	EUR	50	0%	0%	Niedrig	16	"0,08"	"0,30"																	
klimaanlage nachrüsten kosten auto	EUR	50	0%	0%	Niedrig	16	"0,08"	"0,30"																	
klimaanlage nachrüsten preis	EUR	50	∞	0%	Hoch	95																			
klimaanlage nachträglich einbauen kosten	EUR	50	0%	0%	Hoch	85	"0,27"	"1,28"																	
klimaanlage ohne montage	EUR	50	900%	900%	Hoch	100	"0,20"	"0,88"																	
klimaanlage privathaushalt kosten	EUR	50	0%	0%	Hoch	77																			
klimaanlage split befüllen kosten	EUR	50	∞	0%	Mittel	36																			
klimaanlage split duo montage	EUR	50	0%	0%	Unbekannt																				
klimaanlage split einbauen	EUR	500	0%	0%	Hoch	100	"0,39"	"1,71"																	
klimaanlage split preis	EUR	50	0%	0%	Hoch	100	"0,23"	"0,75"																	
klimaanlage split wartung kosten	EUR	50	0%	0%	Niedrig	31																			
klimaanlage splitgerät dachmontage	EUR	50	0%	0%	Hoch	100	"0,41"	"1,48"																	
klimaanlage splitgerät einbaukosten	EUR	50	0%	0%	Mittel	38																			
klimaanlage splitgerät kosten einbau	EUR	50	0%	0%	Hoch	81	"0,22"	"0,77"																	
klimaanlage splitgerät preis	EUR	50	0%	0%	Hoch	100	"0,30"	"1,32"																	
klimaanlage splitter einbau	EUR	500	0%	0%	Hoch	100	"0,39"	"1,71"																	
klimaanlage truhengerät montage	EUR	50	0%	0%	Niedrig	25																			
klimaanlage wandgerät montage	EUR	50	0%	0%	Hoch	100	"0,43"	"1,39"																	
klimaanlage wartung kosten haus	EUR	50	0%	0%	Mittel	40																			
klimaanlage wo montieren	EUR	50	0%	0%	Niedrig	32	"0,37"	"1,42"																	
klimaanlage wohnhaus kosten	EUR	50	0%	0%	Hoch	87	"0,52"	"1,69"																	
klimaanlage wohnung einbauen lassen kosten	EUR	50	0%	0%	Hoch	81	"0,38"	"0,95"																	
klimaanlage wohnung installation	EUR	50	0%	0%	Hoch	100	"0,37"	"1,56"																	
klimaanlage wohnung kosten strom	EUR	50	∞	0%	Hoch	88																			
klimaanlage wohnung nachrüsten kosten	EUR	50	0%	0%	Hoch	100	"0,15"	"0,60"																	
klimaanlage wohnung wartung kosten	EUR	50	0%	0%	Mittel	43	"0,57"	"1,31"																	
klimaanlage zimmer kosten	EUR	50	0%	0%	Hoch	86																			
klimaanlagenmontage	EUR	50	0%	-90%	Hoch	96	"0,50"	"9,80"																	
klimagerät abluftschlauch montieren	EUR	50	0%	0%	Hoch	69																			
klimagerät auf dach montieren	EUR	50	0%	0%	Hoch	100	"0,34"	"1,01"																	
klimagerät auf dem dach montieren	EUR	50	0%	0%	Hoch	94																			
klimagerät aussenmontage	EUR	50	0%	0%	Hoch	100	"0,17"	"0,91"																	
klimagerät in fenster einbauen	EUR	50	0%	0%	Hoch	100	"0,26"	"0,98"																	
klimagerät mit einbau kosten	EUR	50	0%	0%	Hoch	93	"0,33"	"1,66"																	
klimagerät split kosten	EUR	50	0%	0%	Hoch	100																			
klimagerät wartung kosten	EUR	50	0%	0%	Mittel	41	"0,14"	"0,91"																	
klimasplitanlage kosten	EUR	50	0%	0%	Hoch	95																			
kosten einbau einer klimaanlage	EUR	50	0%	0%	Mittel	57	"0,17"	"0,76"																	
kosten einbau klimaanlage wohnung	EUR	50	0%	0%	Hoch	88	"0,26"	"1,18"																	
kosten einbau multisplit klimaanlage	EUR	50	0%	0%	Hoch	75	"0,38"	"1,03"																	
kosten einer split klimaanlage	EUR	50	0%	0%	Hoch	99	"0,21"	"1,12"																	
kosten für den einbau einer klimaanlage	EUR	50	0%	0%	Hoch	71	"0,21"	"0,86"																	
kosten für einbau klimaanlage	EUR	5000	0%	0%	Hoch	88	"0,27"	"1,42"																	
kosten für eine klimaanlage im haus	EUR	50	0%	0%	Hoch	87	"0,24"	"1,23"																	
kosten für klimaanlage wohnung	EUR	50	0%	0%	Hoch	100	"0,27"	"0,79"																	
kosten für split klimaanlage	EUR	50	0%	0%	Hoch	90	"0,30"	"1,15"																	
kosten haus klimaanlage	EUR	50	∞	∞	Niedrig	0																			
kosten installation klima splitgerät	EUR	50	0%	0%	Hoch	88	"0,28"	"1,45"																	
kosten installation split klimagerät	EUR	50	0%	0%	Mittel	63	"0,15"	"1,04"																	
kosten klimaanlage 2 räume	EUR	500	0%	0%	Hoch	100	"0,23"	"1,16"																	
kosten klimaanlage 4 zimmer	EUR	50	0%	0%	Hoch	79																			
kosten klimaanlage einbauen lassen	EUR	50	0%	0%	Mittel	65	"0,27"	"1,26"																	
kosten klimaanlage für haus	EUR	50	0%	0%	Hoch	96																			
kosten klimaanlage haus nachrüsten	EUR	50	0%	0%	Hoch	73	"0,15"	"0,87"																	
kosten klimaanlage inkl montage	EUR	50	0%	0%	Hoch	90	"0,19"	"0,97"																	
kosten klimaanlage installieren	EUR	500	900%	900%	Hoch	81	"0,29"	"1,37"																	
kosten klimaanlage nachrüsten	EUR	50	900%	0%	Hoch	100	"0,23"	"0,98"																	
kosten klimaanlage nachrüsten auto	EUR	50	∞	0%	Niedrig	29																			
kosten klimaanlage neubau	EUR	50	0%	0%	Hoch	70	"0,47"	"1,67"																	
kosten klimaanlage schlafzimmer	EUR	50	0%	0%	Hoch	100	"0,21"	"0,72"																	
kosten klimaanlage split	EUR	50	0%	0%	Hoch	77	"0,13"	"1,03"																	
kosten klimaanlage splitgerät	EUR	50	900%	900%	Hoch	100	"0,32"	"1,24"																	
kosten klimaanlage wohnmobil	EUR	50	0%	0%	Hoch	100	"0,23"	"0,48"																	
kosten klimaanlagenwartung haus	EUR	50	0%	0%	Niedrig	14																			
kosten klimagerät installieren	EUR	50	0%	0%	Mittel	57																			
kosten mobiles klimagerät	EUR	50	0%	0%	Hoch	100	"0,20"	"0,58"																	
kosten montage klima splitgerät	EUR	50	0%	0%	Hoch	70	"0,26"	"1,22"																	
kosten multisplit klimaanlage	EUR	50	0%	0%	Hoch	100	"0,23"	"1,16"																	
kosten split klima	EUR	50	∞	0%	Hoch	100	"0,20"	"0,60"																	
kosten split klimaanlage befüllen	EUR	50	0%	0%	Niedrig	33																			
kosten split klimaanlage installieren	EUR	50	∞	0%	Hoch	96	"0,20"	"0,64"																	
kosten splitgerät mit einbau	EUR	50	0%	0%	Hoch	73	"0,60"	"1,96"																	
kosten wartung klimaanlage haus	EUR	50	0%	0%	Niedrig	30	"0,41"	"1,21"																	
kosten wartung klimaanlage split	EUR	50	-100%	-100%	Unbekannt																				
kosten wartung split klimaanlage	EUR	50	0%	0%	Niedrig	20																			
kältebringer klimaanlage montageanleitung	EUR	50	0%	0%	Niedrig	11																			
lg artcool gallery montageanleitung	EUR	50	0%	0%	Niedrig	8																			
lg klimaanlage montage	EUR	50	0%	0%	Mittel	43																			
lg multisplit klimaanlage montageanleitung	EUR	50	∞	0%	Niedrig	0																			
lg split klimaanlage montageanleitung	EUR	50	0%	0%	Niedrig	1																			
media markt klimaanlage montage	EUR	50	0%	0%	Hoch	80	"0,34"	"1,71"																	
mitsubishi klimaanlage installation	EUR	50	0%	0%	Mittel	61	"0,51"	"2,16"																	
mitsubishi klimaanlage montage	EUR	50	0%	0%	Hoch	82	"0,54"	"1,72"																	
mitsubishi klimaanlage montageanleitung	EUR	50	0%	0%	Niedrig	4																			
mitsubishi klimaanlage selbstmontage	EUR	50	0%	0%	Hoch	98	"0,28"	"1,51"																	
mobile klimaanlage fensterabdichtung montage	EUR	50	∞	0%	Mittel	57																			
mobiles klimagerät kosten	EUR	50	0%	0%	Hoch	100	"0,09"	"0,38"																	
mobiles klimagerät mit abluftschlauch montage	EUR	50	0%	0%	Hoch	100																			
mobiles klimagerät montage	EUR	50	∞	0%	Hoch	100																			
monoblock klimagerät installation	EUR	50	0%	0%	Niedrig	0																			
monoblock klimagerät montage	EUR	50	∞	0%	Mittel	60																			
montage abluftschlauch klimagerät	EUR	50	0%	0%	Hoch	100																			
montage dachkonsole klimaanlage	EUR	50	0%	0%	Hoch	94																			
montage einer split klimaanlage	EUR	50	0%	0%	Hoch	93	"0,45"	"1,59"																	
montage fensterabdichtung für mobile klimageräte	EUR	50	∞	0%	Hoch	100																			
montage fensterabdichtung klimaanlage	EUR	50	∞	0%	Hoch	98																			
montage klima aussengerät	EUR	50	0%	0%	Hoch	100	"0,92"	"2,92"																	
montage klima innengerät	EUR	50	0%	0%	Mittel	35	"0,94"	"1,93"																	
montage klima splitgerät kosten	EUR	50	0%	0%	Mittel	58	"0,34"	"1,20"																	
montage klimaanlage ohne außengerät	EUR	50	0%	0%	Hoch	100																			
montage klimaanlage splitgerät	EUR	50	0%	0%	Hoch	97	"0,45"	"2,22"																	
montage klimagerät mit abluftschlauch	EUR	50	0%	0%	Hoch	98																			
montage mitsubishi klimaanlage	EUR	50	0%	0%	Mittel	48																			
montage mobiles klimagerät	EUR	50	∞	0%	Hoch	100																			
montage multisplit klimaanlage	EUR	50	0%	0%	Hoch	87	"0,56"	"1,82"																	
montage split klimagerät	EUR	50	0%	0%	Hoch	100	"0,26"	"1,56"																	
montage splitgerät	EUR	50	0%	0%	Hoch	86	"0,55"	"2,19"																	
montageanleitung klima splitgerät	EUR	50	0%	0%	Mittel	50	"0,27"	"1,07"																	
montageanleitung klimaanlage	EUR	50	0%	0%	Niedrig	32	"0,52"	"1,54"																	
montageanleitung mitsubishi klimaanlage	EUR	50	0%	0%	Niedrig	7																			
montageanleitung split klimaanlage	EUR	50	900%	0%	Mittel	34	"0,33"	"1,23"																	
montageanleitung split klimagerät	EUR	50	0%	∞	Mittel	43																			
msz hr35vf montageanleitung	EUR	50	0%	0%	Niedrig	15																			
msz hr50vf montageanleitung	EUR	50	0%	0%	Niedrig	18																			
multi split klimaanlage einbau	EUR	50	0%	0%	Hoch	67	"0,61"	"1,25"																	
multi split klimaanlage installation	EUR	50	0%	-100%	Unbekannt																				
multi split klimaanlage montage	EUR	50	0%	0%	Hoch	100																			
multisplit klimaanlage 2 innengeräte montage	EUR	50	0%	0%	Hoch	100	"0,46"	"1,67"																	
multisplit klimaanlage montage	EUR	50	0%	0%	Hoch	99	"0,71"	"2,56"																	
multisplit klimaanlage montage kosten	EUR	50	0%	0%	Mittel	61	"0,29"	"1,14"																	
multisplit klimaanlage preise	EUR	50	0%	0%	Hoch	100																			
panasonic klimaanlage montage	EUR	50	∞	0%	Mittel	43																			
preis einbau klimaanlage	EUR	50	0%	0%	Mittel	63	"0,22"	"0,48"																	
preis klimaanlage einfamilienhaus	EUR	50	0%	0%	Hoch	86	"0,24"	"0,87"																	
preis klimaanlage wohnung	EUR	50	0%	0%	Hoch	100	"0,27"	"0,94"																	
proklima fensterabdichtung montage	EUR	50	0%	0%	Mittel	63																			
rednux montage kosten	EUR	50	0%	-100%	Unbekannt																				
remko rkl 495 dc montage	EUR	50	0%	0%	Mittel	35	"0,45"	"1,79"																	
rodigas mt630 montage	EUR	50	∞	0%	Hoch	69																			
samsung klimaanlage montageanleitung	EUR	50	0%	0%	Niedrig	4																			
samsung klimaanlage selbstmontage	EUR	50	0%	∞	Hoch	100																			
samsung windfree montage	EUR	50	0%	0%	Niedrig	6																			
saturn klimaanlage mit montage	EUR	50	∞	0%	Hoch	100																			
saturn klimaanlage split montage	EUR	0	0%	0%	Unbekannt																				
single split klimaanlage kosten	EUR	50	0%	0%	Hoch	87	"0,21"	"1,28"																	
split anlage montieren	EUR	50	0%	0%	Hoch	100																			
split klima befüllen kosten	EUR	50	∞	0%	Niedrig	20																			
split klima einbau	EUR	50	0%	0%	Hoch	100	"0,51"	"2,22"																	
split klima installation	EUR	500	900%	0%	Hoch	85	"0,47"	"2,01"																	
split klima kosten	EUR	50	0%	0%	Hoch	100	"0,29"	"0,98"																	
split klimaanlage 2 innengeräte montage	EUR	50	0%	0%	Hoch	93	"0,52"	"2,18"																	
split klimaanlage 3 innengeräte kosten	EUR	50	0%	0%	Hoch	90	"0,24"	"0,90"																	
split klimaanlage anbringen	EUR	50	0%	0%	Hoch	95	"0,33"	"1,32"																	
split klimaanlage anschließen kosten	EUR	50	0%	0%	Hoch	82	"0,25"	"0,66"																	
split klimaanlage auf dach montieren	EUR	50	0%	0%	Hoch	100	"0,55"	"1,72"																	
split klimaanlage auf dachboden montieren	EUR	50	0%	0%	Mittel	51																			
split klimaanlage befüllen lassen kosten	EUR	50	∞	0%	Mittel	51	"0,46"	"0,74"																	
split klimaanlage befüllen r32 kosten	EUR	50	0%	0%	Hoch	78																			
split klimaanlage betriebskosten	EUR	50	0%	0%	Niedrig	23																			
split klimaanlage evakuieren kosten	EUR	50	0%	0%	Niedrig	4																			
split klimaanlage innengerät montage	EUR	50	0%	0%	Mittel	53	"0,72"	"1,49"																	
split klimaanlage kältemittel nachfüllen kosten	EUR	50	0%	0%	Niedrig	10																			
split klimaanlage mitsubishi montage	EUR	50	0%	0%	Hoch	100																			
split klimaanlage montage außengerät	EUR	50	0%	0%	Hoch	78																			
split klimaanlage montage dach	EUR	50	0%	0%	Mittel	57																			
split klimaanlage montage dachboden	EUR	50	0%	0%	Mittel	64																			
split klimaanlage montage preis	EUR	50	0%	0%	Niedrig	0																			
split klimaanlage montageservice	EUR	50	0%	0%	Mittel	66	"0,87"	"2,31"																	
split klimaanlage nachrüsten kosten	EUR	50	0%	0%	Hoch	89	"0,21"	"1,16"																	
split klimaanlage neu befüllen kosten	EUR	50	0%	0%	Niedrig	29																			
split klimaanlage ohne montage	EUR	50	0%	0%	Hoch	100	"0,20"	"1,06"																	
split klimaanlage preis leistung	EUR	50	0%	0%	Hoch	100	"0,33"	"0,92"																	
split klimaanlage stromkosten	EUR	50	0%	0%	Hoch	77	"0,03"	"0,49"																	
split klimaanlage wohnung kosten	EUR	50	0%	0%	Hoch	100	"0,22"	"0,82"																	
split klimagerät kosten	EUR	50	0%	0%	Hoch	100	"0,51"	"2,02"																	
split klimagerät montage	EUR	50	0%	0%	Hoch	91	"0,31"	"1,62"																	
splitanlage klima kosten	EUR	50	0%	0%	Hoch	100	"0,30"	"0,88"																	
splitgerät auf dach montieren	EUR	50	0%	0%	Hoch	85																			
splitgerät dachmontage	EUR	50	0%	0%	Hoch	100	"0,40"	"1,89"																	
splitgerät einbau kosten	EUR	50	0%	0%	Hoch	86	"0,22"	"0,94"																	
splitgerät kosten	EUR	50	0%	0%	Hoch	94	"0,35"	"1,98"																	
splitgerät montage	EUR	50	0%	0%	Hoch	100	"0,41"	"1,73"																	
splitgerät montieren	EUR	50	0%	0%	Hoch	100	"0,41"	"1,73"																	
stromkosten klima splitgerät	EUR	50	0%	0%	Mittel	43	"0,02"	"0,58"																	
stromkosten klimagerät	EUR	50	0%	0%	Niedrig	29	"0,02"	"0,48"																	
stromkosten split klimaanlage	EUR	50	0%	0%	Niedrig	29	"0,03"	"0,45"																	
tcl klimaanlage montage	EUR	50	0%	0%	Niedrig	7																			
truma aventa comfort einbau kosten	EUR	50	0%	0%	Hoch	76																			
truma aventa compact einbau kosten	EUR	50	0%	-100%	Unbekannt																				
truma klimaanlage einbau kosten	EUR	50	0%	0%	Hoch	100																			
truma saphir comfort rc einbauanleitung	EUR	50	0%	0%	Niedrig	27																			
truma saphir einbauanleitung	EUR	50	0%	0%	Niedrig	13																			
vaillant klimaanlage montageanleitung	EUR	50	0%	0%	Niedrig	0																			
vivax klimaanlage montageanleitung	EUR	50	0%	0%	Niedrig	2																			
wartungskosten klimaanlage haus	EUR	50	∞	0%	Niedrig	7																			
wartungskosten split klimaanlage	EUR	50	0%	0%	Mittel	39	"0,42"	"1,68"																	
wartungsvertrag klimaanlage kosten	EUR	50	0%	0%	Mittel	43																			
wieviel kostet der einbau einer klimaanlage	EUR	50	0%	0%	Hoch	73	"0,23"	"1,00"																	
wieviel kostet klimaanlage wohnung	EUR	50	0%	0%	Hoch	96	"0,36"	"0,82"																	
wohnung klimaanlage kosten	EUR	500	0%	0%	Hoch	100	"0,23"	"1,05"																	
zentrale klimaanlage einfamilienhaus kosten	EUR	50	∞	0%	Hoch	84	"0,36"	"1,30"																	
zentrale klimaanlage haus kosten	EUR	50	0%	0%	Hoch	67																			
zentrale klimaanlage kosten	EUR	50	0%	0%	Hoch	73																			
klimaanlage ohne außengerät kosten	EUR	50	∞	∞	Hoch	100																			
